year,period,lesserSpottedDogfish,redMullet,pouting ,whiting,poorCod,cod,dragonet,sole,plaice,horseMackerel,mackerel,herring,sardine,squids,cuttlefish,thornbackRay
2002,1,1881,1149,2636,5361,0,1563,0,5399,5496,7809,8479.5,32820,8333,2513,527,117
